Project_id,project_outcomes,technoogical_field,year,network_density,network_degree_centralization,network_diameter,network_clustering,network_reach,research_location,technological_diversity,geographical_diversity,project_leader_experience,member_relational_experience,funds,project_joint_members
368,0,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Wageningen Universiteit,0.357142857,0.266666667,0,0,630.65,0.55
369,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Technische Universiteit Eindhoven,0.3,0.1,1,0,674.79,0.41
370,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Technische Universiteit Delft,0.2,0.2,0,0,839.97,0.37
371,0,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Rijksuniversiteit Groningen,0.333333333,0.333333333,0,0,808.59,0.33
372,0,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Radboud Universiteit Nijmegen,0.333333333,0.5,3,2,291.91,0.33
373,0,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Technische Universiteit Delft,0.368421053,0.095238095,0,0,342.15,0.48
374,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Technische Universiteit Delft,0.333333333,0.333333333,0,0,396.28,0.23
375,0,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,FOM-Instituten,0.333333333,0.333333333,1,0,429.91,0.39
376,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Technische Universiteit Delft,0,0.071428571,0,0,180.93,0.27
377,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Universiteit Twente,0.333333333,0,1,0,310.88,0.24
378,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Universiteit Twente,1,0,0,0,291.33,0.03
379,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Universiteit Utrecht,0.145833333,0.163636364,0,0,587.88,0.04
380,1,Chemistry,1993,0.28,0.47,4,0.74,46.93859649,Universiteit Twente,1,1,2,0,406.13,0.01
381,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Delft,0,0,4,5,238.09,0.03
382,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Delft,0.2,0,2,1,311.99,0.42
383,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Eindhoven,0.263157895,0.333333333,3,2,389.37,0.08
384,0,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Universiteit Twente,0,0,2,0,596.27,0.25
385,0,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Universiteit Leiden,0.333333333,0,1,1,1002.2,0.72
386,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Delft,0,0,2,0,165.38,0.01
387,0,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Universiteit Utrecht,0.333333333,0.333333333,0,0,233.56,0.38
388,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Universiteit van Amsterdam,1,1,0,0,1041.77,0.35
389,0,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Universiteit Utrecht,0.4,0.3,2,3,188.53,0.62
390,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Delft,0.157894737,0.19047619,0,0,219.46,0.49
391,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Radboud Universiteit Nijmegen,0.333333333,0,1,0,352.5,0.24
392,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Eindhoven,0.076923077,0.1,0,0,179.58,0.31
393,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Universiteit Utrecht,0.32,0.107142857,2,4,923.46,0.39
394,1,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Delft,0.5,0.166666667,0,0,321.04,0.38
395,0,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Technische Universiteit Delft,0.166666667,0.333333333,1,0,170.31,0.04
396,0,Chemistry,1994,0.3,0.47,6,0.74,44.71064815,Rijksuniversiteit Groningen,0.166666667,0.166666667,0,0,281,0.06
397,0,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,FOM-Instituten,0,0.333333333,2,0,709.65,0.31
398,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Technische Universiteit Delft,1,0.333333333,3,1,287.61,0.1
399,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Universiteit Twente,0.3,0,1,0,509.97,0.29
400,0,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Technische Universiteit Eindhoven,0.071428571,0.066666667,0,0,770.97,0.47
401,0,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Universiteit Utrecht,0,0.333333333,1,1,256.13,0.34
402,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Technische Universiteit Eindhoven,0.166666667,0,0,0,451.99,0.43
403,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Universiteit van Amsterdam,1,0.2,0,0,395.92,0.31
404,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Universiteit Twente,0.09375,0.111111111,0,0,996.13,0.31
405,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Wageningen Universiteit,1,0.333333333,0,0,690.95,0.49
406,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Technische Universiteit Delft,0.157894737,0.095238095,2,3,553.52,0.34
407,0,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Universiteit Twente,0.3,0.1,0,0,248.4,0.35
408,0,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Wageningen Universiteit,0.333333333,0.166666667,0,0,478.53,0.32
409,1,Chemistry,1995,0.32,0.45,4,0.72,43.98792271,Technische Universiteit Delft,0.1,0.2,0,0,544.86,0.07
410,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,0.4,0.1,5,1,749.74,0.29
411,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,0.214285714,0.133333333,5,1,595.32,0.28
412,0,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Technische Universiteit Eindhoven,0.142857143,0.066666667,1,2,298.77,0.41
413,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,1,0.166666667,0,0,433.34,0.5
414,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,0.2,0.2,0,0,915.17,0.06
415,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,0.214285714,0.066666667,0,0,715.83,0.65
416,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Technische Universiteit Eindhoven,0,0,0,0,573.21,0.03
417,0,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Wageningen Universiteit,0,0.333333333,0,0,417.77,0.07
418,0,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,0,0,0,0,507.66,0.43
419,1,Chemistry,1996,0.31,0.43,4,0.7,42.53755869,Universiteit Twente,0.5,0,0,0,492.56,0.37
420,0,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Technische Universiteit Delft,0.6,0.1,3,0,438.56,0.3
421,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Universiteit Twente,0.4,0.2,1,1,753.32,0.41
422,0,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Wageningen Universiteit,0,0,1,0,202.43,0.01
423,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Technische Universiteit Delft,0.642857143,0.2,1,0,193.72,0.03
424,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Radboud Universiteit Nijmegen,0.09375,0.083333333,2,1,922.97,0.14
425,0,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Radboud Universiteit Nijmegen,0.166666667,0.5,4,2,1342.45,0.24
426,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Technische Universiteit Eindhoven,0.3,0.1,0,0,605.87,0.45
427,0,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Universiteit Utrecht,0.333333333,0,1,1,800.12,0.45
428,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Technische Universiteit Eindhoven,0.1,0.1,0,0,347.01,0.41
429,0,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Rijksuniversiteit Groningen,0.357142857,0.133333333,1,0,525.26,0.16
430,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Technische Universiteit Eindhoven,0.4,0.4,0,0,667.04,0.09
431,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Technische Universiteit Delft,0.333333333,0.333333333,0,0,497.91,0.24
432,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Universiteit Leiden,0,0,0,0,228.82,0.43
433,1,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Universiteit Twente,1,0,0,0,679.05,0.36
434,0,Chemistry,1997,0.29,0.4,5,0.73,46.15527426,Vrije Universiteit Amsterdam,1,1,0,0,526.27,0.04
435,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Universiteit Utrecht,0.5,0.166666667,2,3,685.67,0.41
436,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Technische Universiteit Delft,0.3,0.1,1,0,433.92,0.01
437,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Technische Universiteit Delft,1,0.166666667,1,0,437.62,0.03
438,0,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Universiteit van Amsterdam,1,0,1,1,502.3,0.38
439,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Universiteit van Amsterdam,1,0,1,2,342.76,0.06
440,0,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Technische Universiteit Delft,0.333333333,0,4,2,360.29,0.46
441,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Rijksuniversiteit Groningen,0.2,0.066666667,1,2,934.26,1
442,0,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Technische Universiteit Eindhoven,0.333333333,0,1,0,300.29,0.39
443,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Universiteit Twente,0.2,0.142857143,1,1,441.23,0.44
444,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Radboud Universiteit Nijmegen,0.166666667,0.166666667,0,0,296.96,0.24
445,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Technische Universiteit Delft,0.3,0.1,1,1,1821.19,0.08
446,0,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Universiteit Utrecht,0.071428571,0.066666667,0,0,65.84,0.1
447,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Nederlands Instituut voor Ecologie,0.3,0.1,0,0,230.29,0.03
448,0,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Wageningen Universiteit,0.210526316,0.142857143,0,0,870.71,0.09
449,1,Chemistry,1998,0.22,0.39,6,0.75,44.38849206,Wageningen Universiteit,0.166666667,0.166666667,0,0,404.98,0.04
450,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Technische Universiteit Delft,1,0,1,0,1099.14,0.37
451,0,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Technische Universiteit Eindhoven,0,0,1,2,420.17,0.4
452,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Technische Universiteit Delft,0.2,0.1,3,1,431.5,0.06
453,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Universiteit Leiden,0.2,0.4,0,0,438.7,0.16
454,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Vrije Universiteit Amsterdam,0.473684211,0.19047619,1,1,371.63,0.09
455,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Technische Universiteit Eindhoven,0.5,0.166666667,0,0,969.27,0.39
456,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Universiteit Twente,0.32,0.142857143,6,3,762.44,0.22
457,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Wageningen Universiteit,0.333333333,0,0,0,1066.96,0.05
458,0,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Universiteit van Amsterdam,1,0,0,0,586.71,0.41
459,0,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Universiteit Leiden,1,0,2,4,220.97,0.09
460,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Rijksuniversiteit Groningen,0.1,0,2,2,1650.44,0.24
461,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Universiteit Utrecht,0,0,1,1,520.03,0.23
462,0,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Technische Universiteit Delft,0.333333333,0.166666667,1,1,416.74,0.17
463,0,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Technische Universiteit Delft,0.2,0.3,0,0,398.64,0.46
464,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Rijksuniversiteit Groningen,1,0,1,0,803.04,0.37
465,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Universiteit Leiden,1,0.142857143,0,0,854.42,0.37
466,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Wageningen Universiteit,0,0,0,0,412.8,0.2
467,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Vrije Universiteit Amsterdam,0.428571429,0.4,0,0,441.05,0.06
468,0,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Wageningen Universiteit,0.166666667,0.166666667,0,0,512.17,0.05
469,1,Chemistry,1999,0.23,0.37,7,0.78,45.79845095,Radboud Universiteit Nijmegen,0.3,0.6,0,0,307.88,0.05
470,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Delft,0.3,0.1,1,0,168.05,0.16
471,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Wageningen Universiteit,0.333333333,0,1,1,933.16,0.09
472,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Eindhoven,0,1,2,3,1015.07,0.09
473,1,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Delft,1,0,5,4,853.93,0.4
474,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Wageningen Universiteit,1,1,2,0,253.35,0.1
475,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Eindhoven,0.357142857,0.133333333,2,3,1502.83,0.4
476,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit Twente,0.210526316,0.285714286,2,3,403.7,0.49
477,1,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit Utrecht,0.3,0.1,2,4,731.86,0.04
478,1,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit Utrecht,0.5,0.166666667,0,0,615.27,0.38
479,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Eindhoven,0.5,0.166666667,0,0,963.57,0.12
480,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Delft,0.071428571,0.066666667,0,0,752.52,0.14
481,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Rijksuniversiteit Groningen,0.142857143,0,0,0,173.84,0.48
482,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit Leiden,1,0,0,0,518.81,0.09
483,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit Utrecht,0.357142857,0.066666667,0,0,3432.03,0.19
484,1,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit van Amsterdam,0.333333333,0.166666667,0,0,898.55,0.37
485,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Radboud Universiteit Nijmegen,0,0,0,0,714.54,0.35
486,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Buiten-Universitaire Onderzoekinstellingen,1,1,0,0,590.56,0.01
487,0,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Universiteit van Amsterdam,0.333333333,0,0,0,675.6,0.36
488,1,Chemistry,2000,0.2,0.31,8,0.77,42.58928571,Technische Universiteit Delft,0.333333333,0,0,0,1269.29,0.01
489,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Twente,0.3,0.3,1,0,404.89,0.06
490,0,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Wageningen Universiteit,0.166666667,0.166666667,1,2,451.64,0.15
491,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Twente,0.333333333,0.333333333,7,0,798.61,0.01
492,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Technische Universiteit Eindhoven,0.5,0,1,0,749.05,0.06
493,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Technische Universiteit Eindhoven,0.333333333,0.333333333,4,0,658.22,0.18
494,0,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Technische Universiteit Delft,0.3,0,4,2,548.98,0.43
495,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Twente,0.105263158,0.285714286,0,0,1251.69,0.11
496,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Technische Universiteit Delft,0.52,0.071428571,1,2,279.38,0.09
497,0,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Radboud Universiteit Nijmegen,1,1,1,1,36.1,0.09
498,0,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Technische Universiteit Eindhoven,0,1,2,2,788.08,0.32
499,0,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Rijksuniversiteit Groningen,0,0.333333333,0,0,571.33,0.36
500,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Twente,0.214285714,0.2,0,0,1098.99,0.02
501,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Twente,0.333333333,0,0,0,914,0.38
502,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Utrecht,0.333333333,0,0,0,361.32,0.1
503,1,Chemistry,2001,0.19,0.31,8,0.75,45.68590368,Universiteit Leiden,0.333333333,0.333333333,0,0,719.14,0.14
504,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Wageningen Universiteit,0.428571429,0.066666667,1,1,399.42,0.1
505,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.642857143,0.133333333,1,1,794.47,0.02
506,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.142857143,0.266666667,7,1,658.07,0.05
507,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Utrecht,1,0,1,1,280.92,0.09
508,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.4,0.1,3,6,415.58,0.37
509,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Utrecht,0,0,2,0,683.03,0.15
510,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Technische Universiteit Eindhoven,0.052631579,0.095238095,2,2,227.98,0.49
511,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.4,0,2,2,728.65,0.12
512,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Technische Universiteit Delft,1,0,5,0,643.2,0.11
513,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Technische Universiteit Eindhoven,0.125,0.109090909,5,3,1185.05,0.16
514,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.333333333,0.333333333,3,6,509.05,0.14
515,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Technische Universiteit Delft,0.1,0.2,3,0,214.8,0.09
516,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.642857143,0.2,0,0,168.26,0.14
517,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.333333333,0.333333333,2,1,408.01,0.14
518,0,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.5,0.166666667,0,0,568.2,0.16
519,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Universiteit Twente,0.166666667,0.166666667,0,0,288.79,0.34
520,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Nederlands Instituut voor Ecologie,0.214285714,0.466666667,0,0,276.08,0.03
521,1,Chemistry,2002,0.18,0.32,6,0.7,49.2535461,Technische Universiteit Delft,0.5,0.166666667,0,0,688.25,0.02
522,0,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Delft,0.166666667,0,1,2,559.73,0.43
523,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Delft,0.421052632,0.19047619,4,6,425.34,0.04
524,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Eindhoven,0.36,0.142857143,6,7,612.22,0.45
525,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Wageningen Universiteit,0.333333333,0,2,2,967.44,0.17
526,0,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Universiteit Twente,1,0.2,8,5,60.32,0.07
527,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Universiteit Twente,0.166666667,0.166666667,2,1,61.97,0.23
528,0,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Universiteit Twente,1,0,2,1,609.38,0.11
529,0,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Universiteit Twente,0.166666667,0.166666667,1,2,205.32,0.11
530,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Delft,0.48,0.142857143,4,6,473.28,0.04
531,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Eindhoven,0.15625,0.166666667,5,11,802.22,0.15
532,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Universiteit van Amsterdam,0.3,0.155555556,0,0,493,0.45
533,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Delft,0.083333333,0.127272727,0,0,568.05,0.08
534,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Eindhoven,0.375,0.138888889,0,0,683.24,0.09
535,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Radboud Universiteit Nijmegen,0.333333333,0,0,0,496.84,0.2
536,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Technische Universiteit Eindhoven,0.2,0,0,0,156.04,0.16
537,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Radboud Universiteit Nijmegen,0.357142857,0.066666667,0,0,547.94,0.08
538,1,Chemistry,2003,0.18,0.31,5,0.67,51.40721649,Universiteit Twente,0.5,0,0,0,790.89,0.01
539,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Universiteit Twente,1,0.333333333,2,0,650.58,0.23
540,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Eindhoven,0.071428571,0.066666667,7,5,888.92,0.38
541,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Delft,0.052631579,0.333333333,2,1,583.53,0.24
542,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Universiteit Twente,0.263157895,0.095238095,9,9,590.24,0.24
543,0,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Universiteit Twente,0.5,0,0,0,153.59,0.16
544,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Delft,0,0.333333333,0,0,501.86,0.12
545,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Eindhoven,0.2,0.6,0,0,153.59,0.2
546,0,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Delft,0.1,0.111111111,0,0,460.76,0.3
547,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Eindhoven,0.166666667,0.166666667,0,0,266.51,0.13
548,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,CWI,0.1,0.3,0,0,670.81,0.1
549,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Delft,0.357142857,0.133333333,0,0,153.59,0.11
550,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Universiteit Utrecht,0.214285714,0.133333333,0,0,226.39,0.03
551,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Universiteit van Amsterdam,0.421052632,0.047619048,1,1,211.3,0.04
552,0,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Universiteit Twente,0.210526316,0.047619048,0,0,620.37,0.31
553,1,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Eindhoven,0.0625,0.277777778,0,0,153.59,0.24
554,0,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Technische Universiteit Eindhoven,0.6,0.3,0,0,460.76,0.17
555,0,Chemistry,2004,0.17,0.29,6,0.58,49.67269504,Wageningen Universiteit,0.333333333,0,0,0,153.59,0.02